x,y,g,obs,alt,chosen,a1,a2,a3,x1,x2,x3,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3,IN1_indic
2,2,2,7991,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,7991,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,7991,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,7992,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,7992,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,7992,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2,7993,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,7993,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,7993,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,7994,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,7994,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,7994,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,7995,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,7995,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,7995,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2,7996,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,7996,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,7996,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,7997,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,7997,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,7997,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,7998,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,7998,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,7998,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,7999,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,7999,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,7999,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,8000,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8000,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8000,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,8001,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8001,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8001,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,8002,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8002,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8002,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,2,8003,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,8003,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,8003,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8004,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8004,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8004,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,2,8005,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,8005,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,2,8005,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,2,8006,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,8006,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,2,8006,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,2,8007,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,8007,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,2,8007,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8008,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8008,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8008,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,8009,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8009,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8009,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,8010,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8010,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8010,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,2,2,8011,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8011,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8011,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,8012,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8012,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8012,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8013,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8013,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8013,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,8014,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8014,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8014,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,8015,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8015,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8015,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,8016,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8016,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8016,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,2,8017,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8017,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8017,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,8018,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8018,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8018,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8019,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8019,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8019,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,2,8020,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,8020,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,2,8020,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,8021,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8021,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8021,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,8022,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8022,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8022,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,1,2,8023,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1,2,8023,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,1,2,8023,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,2,2,8024,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8024,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8024,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,8025,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8025,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8025,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,8026,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8026,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8026,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8027,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8027,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8027,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,2,8028,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8028,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8028,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,2,8029,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8029,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8029,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,8030,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8030,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8030,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2,8031,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8031,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8031,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,8032,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8032,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8032,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2,8033,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8033,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8033,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,8034,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8034,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8034,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,8035,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8035,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8035,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8036,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8036,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8036,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8037,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8037,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8037,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,8038,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8038,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8038,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8039,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8039,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8039,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,8040,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8040,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8040,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,2,8041,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8041,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8041,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8042,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8042,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8042,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8043,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8043,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8043,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8044,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8044,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8044,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8045,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8045,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8045,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,8046,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8046,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8046,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,8047,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8047,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8047,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,8048,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8048,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8048,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8049,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8049,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8049,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8050,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8050,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8050,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8051,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8051,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8051,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8052,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8052,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8052,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,2,8053,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8053,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8053,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,2,2,8054,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8054,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8054,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8055,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8055,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8055,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,8056,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8056,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8056,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,2,8057,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8057,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8057,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,2,2,8058,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8058,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8058,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,8059,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8059,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8059,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,2,8060,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,8060,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,8060,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,8061,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8061,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8061,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,8062,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8062,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8062,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8063,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8063,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8063,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,8064,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8064,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8064,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,2,2,8065,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8065,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8065,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,2,8066,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,8066,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,8066,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,8067,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8067,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8067,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,8068,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8068,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8068,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2,8069,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8069,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8069,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,8070,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8070,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8070,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,8071,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8071,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8071,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,8072,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8072,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8072,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,1,2,8073,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1,2,8073,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,1,2,8073,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,2,2,8074,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8074,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8074,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,8075,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,8075,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,8075,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,2,8076,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,8076,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,2,8076,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,8077,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8077,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8077,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,2,8078,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8078,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8078,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,8079,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8079,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8079,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,8080,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,8080,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,8080,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,8081,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8081,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8081,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,8082,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8082,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8082,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,2,8083,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1,2,8083,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,1,2,8083,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,2,2,8084,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8084,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8084,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,2,8085,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,8085,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,8085,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,8086,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8086,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8086,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,2,8087,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,8087,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,8087,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,8088,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8088,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8088,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,8089,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8089,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8089,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,2,2,8090,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,8090,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,8090,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,8091,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,8091,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,8091,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,2,8092,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,8092,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,8092,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,2,2,8093,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,8093,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,8093,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
